timestamp,phase,inbound_pps,cpu_system_pct,tcp_total,tcp_syn_recv,response_time_sec,ddos_threat_score
2026-04-29 20:48:35+00,baseline,,0.766352,,0,,0.021133299999999997
2026-04-29 20:48:36+00,baseline,,,,,,
2026-04-29 20:48:37+00,baseline,,,6,,,
2026-04-29 20:48:38+00,baseline,16,,,,,
2026-04-29 20:48:39+00,baseline,,,,,,
2026-04-29 20:48:40+00,baseline,,,,0,,
2026-04-29 20:48:41+00,baseline,,,,,0.007582,
2026-04-29 20:48:42+00,baseline,,,7,,,
2026-04-29 20:48:43+00,baseline,19,,,,,
2026-04-29 20:48:44+00,baseline,,,,,,
2026-04-29 20:48:45+00,baseline,,0.784174,,0,,0.0209687
2026-04-29 20:48:46+00,baseline,,,,,,
2026-04-29 20:48:47+00,baseline,,,6,,,
2026-04-29 20:48:48+00,baseline,17,,,,,
2026-04-29 20:48:49+00,baseline,,,,,,
2026-04-29 20:48:50+00,baseline,,,,0,,
2026-04-29 20:48:51+00,baseline,,,,,0.005677,
2026-04-29 20:48:52+00,baseline,,,7,,,
2026-04-29 20:48:53+00,baseline,22,,,,,
2026-04-29 20:48:54+00,baseline,,,,,,
2026-04-29 20:48:55+00,baseline,,0.784593,,0,,0.022687699999999998
2026-04-29 20:48:56+00,baseline,,,,,,
2026-04-29 20:48:57+00,baseline,,,6,,,
2026-04-29 20:48:58+00,baseline,22,,,,,
2026-04-29 20:48:59+00,baseline,,,,,,
2026-04-29 20:49:00+00,baseline,,,,0,,
2026-04-29 20:49:01+00,baseline,,,,,0.010138,
2026-04-29 20:49:02+00,baseline,,,7,,,
2026-04-29 20:49:03+00,baseline,17,,,,,
2026-04-29 20:49:04+00,baseline,,,,,,
2026-04-29 20:49:05+00,baseline,,0.8,,0,,0.0200799
2026-04-29 20:49:06+00,baseline,,,,,,
2026-04-29 20:49:07+00,baseline,,,6,,,
2026-04-29 20:49:08+00,baseline,14,,,,,
2026-04-29 20:49:09+00,baseline,,,,,,
2026-04-29 20:49:10+00,baseline,,,,0,,
2026-04-29 20:49:11+00,baseline,,,,,0.014679,
2026-04-29 20:49:12+00,baseline,,,7,,,
2026-04-29 20:49:13+00,baseline,15,,,,,
2026-04-29 20:49:14+00,baseline,,,,,,
2026-04-29 20:49:15+00,baseline,,0.800285,,0,,0.019588099999999997
2026-04-29 20:49:16+00,baseline,,,,,,
2026-04-29 20:49:17+00,baseline,,,6,,,
2026-04-29 20:49:18+00,baseline,15,,,,,
2026-04-29 20:49:19+00,baseline,,,,,,
2026-04-29 20:49:20+00,baseline,,,,0,,
2026-04-29 20:49:21+00,baseline,,,,,0.008031,
2026-04-29 20:49:22+00,baseline,,,7,,,
2026-04-29 20:49:23+00,baseline,17,,,,,
2026-04-29 20:49:24+00,baseline,,,,,,
2026-04-29 20:49:25+00,baseline,,0.800712,,0,,0.0196585
2026-04-29 20:49:26+00,baseline,,,,,,
2026-04-29 20:49:27+00,baseline,,,6,,,
2026-04-29 20:49:28+00,baseline,18,,,,,
2026-04-29 20:49:29+00,baseline,,,,,,
2026-04-29 20:49:30+00,baseline,,,,0,,
2026-04-29 20:49:31+00,baseline,,,,,0.012459,
2026-04-29 20:49:32+00,baseline,,,7,,,
2026-04-29 20:49:33+00,baseline,19,,,,,
2026-04-29 20:49:34+00,baseline,,,,,,
2026-04-29 20:49:35+00,baseline,,0.783755,,0,,0.021944099999999998
2026-04-29 20:49:36+00,baseline,,,,,,
2026-04-29 20:49:37+00,baseline,,,6,,,
2026-04-29 20:49:38+00,baseline,16,,,,,
2026-04-29 20:49:39+00,baseline,,,,,,
2026-04-29 20:49:40+00,baseline,,,,0,,
2026-04-29 20:49:41+00,baseline,,,,,0.007252,
2026-04-29 20:49:42+00,baseline,,,7,,,
2026-04-29 20:49:43+00,baseline,18,,,,,
2026-04-29 20:49:44+00,baseline,,,,,,
2026-04-29 20:49:45+00,baseline,,0.802282,,0,,0.0196168
2026-04-29 20:49:46+00,baseline,,,,,,
2026-04-29 20:49:47+00,baseline,,,6,,,
2026-04-29 20:49:48+00,baseline,16,,,,,
2026-04-29 20:49:49+00,baseline,,,,,,
2026-04-29 20:49:50+00,baseline,,,,0,,
2026-04-29 20:49:51+00,baseline,,,,,0.016862,
2026-04-29 20:49:52+00,baseline,,,7,,,
2026-04-29 20:49:53+00,baseline,18,,,,,
2026-04-29 20:49:54+00,baseline,,,,,,
2026-04-29 20:49:55+00,baseline,,0.802568,,0,,0.0215388
2026-04-29 20:49:56+00,baseline,,,,,,
2026-04-29 20:49:57+00,baseline,,,6,,,
2026-04-29 20:49:58+00,baseline,21,,,,,
2026-04-29 20:49:59+00,baseline,,,,,,
2026-04-29 20:50:00+00,baseline,,,,0,,
2026-04-29 20:50:01+00,baseline,,,,,0.004185,
2026-04-29 20:50:02+00,baseline,,,7,,,
2026-04-29 20:50:03+00,baseline,16,,,,,
2026-04-29 20:50:04+00,baseline,,,,,,
2026-04-29 20:50:05+00,baseline,,0.80429,,0,,0.0176034
2026-04-29 20:50:06+00,baseline,,,,,,
2026-04-29 20:50:07+00,baseline,,,6,,,
2026-04-29 20:50:08+00,baseline,14,,,,,
2026-04-29 20:50:09+00,baseline,,,,,,
2026-04-29 20:50:10+00,baseline,,,,0,,
2026-04-29 20:50:11+00,baseline,,,,,0.008026,
2026-04-29 20:50:12+00,baseline,,,7,,,
2026-04-29 20:50:13+00,baseline,15,,,,,
2026-04-29 20:50:14+00,baseline,,,,,,
2026-04-29 20:50:15+00,baseline,,0.803715,,0,,0.0176716
2026-04-29 20:50:16+00,baseline,,,,,,
2026-04-29 20:50:17+00,baseline,,,6,,,
2026-04-29 20:50:18+00,baseline,15,,,,,
2026-04-29 20:50:19+00,baseline,,,,,,
2026-04-29 20:50:20+00,baseline,,,,0,,
2026-04-29 20:50:21+00,baseline,,,,,0.010834,
2026-04-29 20:50:22+00,baseline,,,7,,,
2026-04-29 20:50:23+00,baseline,17,,,,,
2026-04-29 20:50:24+00,baseline,,,,,,
2026-04-29 20:50:25+00,baseline,,0.804002,,0,,0.0196332
2026-04-29 20:50:26+00,baseline,,,,,,
2026-04-29 20:50:27+00,baseline,,,6,,,
2026-04-29 20:50:28+00,baseline,20,,,,,
2026-04-29 20:50:29+00,baseline,,,,,,
2026-04-29 20:50:30+00,baseline,,,,0,,
2026-04-29 20:50:31+00,baseline,,,,,0.012033,
2026-04-29 20:50:32+00,baseline,,,7,,,
2026-04-29 20:50:33+00,baseline,18,,,,,
2026-04-29 20:50:34+00,baseline,,,,,,
2026-04-29 20:50:35+00,baseline,,0.80429,,0,,0.020573
2026-04-29 20:50:36+00,baseline,,,,,,
2026-04-29 20:50:37+00,baseline,,,6,,,
2026-04-29 20:50:38+00,baseline,17,,,,,
2026-04-29 20:50:39+00,baseline,,,,,,
2026-04-29 20:50:40+00,baseline,,,,0,,
2026-04-29 20:50:41+00,baseline,,,,,0.00611,
2026-04-29 20:50:42+00,baseline,,,7,,,
2026-04-29 20:50:43+00,baseline,17,,,,,
2026-04-29 20:50:44+00,baseline,,,,,,
2026-04-29 20:50:45+00,baseline,,0.768406,,0,,0.014977500000000001
2026-04-29 20:50:46+00,baseline,,,,,,
2026-04-29 20:50:47+00,baseline,,,6,,,
2026-04-29 20:50:48+00,baseline,18,,,,,
2026-04-29 20:50:49+00,baseline,,,,,,
2026-04-29 20:50:50+00,baseline,,,,0,,
2026-04-29 20:50:51+00,baseline,,,,,0.025722,
2026-04-29 20:50:52+00,baseline,,,7,,,
2026-04-29 20:50:53+00,baseline,20,,,,,
2026-04-29 20:50:54+00,baseline,,,,,,
2026-04-29 20:50:55+00,baseline,,0.768956,,0,,0.0209999
2026-04-29 20:50:56+00,baseline,,,,,,
2026-04-29 20:50:57+00,baseline,,,6,,,
2026-04-29 20:50:58+00,baseline,20,,,,,
2026-04-29 20:50:59+00,baseline,,,,,,
2026-04-29 20:51:00+00,baseline,,,,0,,
2026-04-29 20:51:01+00,baseline,,,,,0.007277,
2026-04-29 20:51:02+00,baseline,,,7,,,
2026-04-29 20:51:03+00,baseline,17,,,,,
2026-04-29 20:51:04+00,baseline,,,,,,
2026-04-29 20:51:05+00,baseline,,0.749866,,0,,0.0152109
2026-04-29 20:51:06+00,baseline,,,,,,
2026-04-29 20:51:07+00,baseline,,,6,,,
2026-04-29 20:51:08+00,baseline,14,,,,,
2026-04-29 20:51:09+00,baseline,,,,,,
2026-04-29 20:51:10+00,baseline,,,,0,,
2026-04-29 20:51:11+00,baseline,,,,,0.005489,
2026-04-29 20:51:12+00,baseline,,,7,,,
2026-04-29 20:51:13+00,baseline,15,,,,,
2026-04-29 20:51:14+00,baseline,,,,,,
2026-04-29 20:51:15+00,baseline,,0.750402,,0,,0.013453299999999998
2026-04-29 20:51:16+00,baseline,,,,,,
2026-04-29 20:51:17+00,baseline,,,6,,,
2026-04-29 20:51:18+00,baseline,16,,,,,
2026-04-29 20:51:19+00,baseline,,,,,,
2026-04-29 20:51:20+00,baseline,,,,0,,
2026-04-29 20:51:21+00,baseline,,,,,0.003832,
2026-04-29 20:51:22+00,baseline,,,6,,,
2026-04-29 20:51:23+00,baseline,16,,,,,
2026-04-29 20:51:24+00,baseline,,,,,,
2026-04-29 20:51:25+00,baseline,,0.732928,,0,,0.0138219
2026-04-29 20:51:26+00,baseline,,,,,,
2026-04-29 20:51:27+00,baseline,,,6,,,
2026-04-29 20:51:28+00,baseline,19,,,,,
2026-04-29 20:51:29+00,baseline,,,,,,
2026-04-29 20:51:30+00,baseline,,,,0,,
2026-04-29 20:51:31+00,baseline,,,,,0.021032,
2026-04-29 20:51:32+00,baseline,,,7,,,
2026-04-29 20:51:33+00,baseline,19,,,,,
2026-04-29 20:51:34+00,baseline,,,,,,
2026-04-29 20:51:35+00,baseline,,0.732274,,0,,0.019361899999999998
2026-04-29 20:51:36+00,baseline,,,,,,
2026-04-29 20:51:37+00,baseline,,,6,,,
2026-04-29 20:51:38+00,baseline,17,,,,,
2026-04-29 20:51:39+00,baseline,,,,,,
2026-04-29 20:51:40+00,baseline,,,,0,,
2026-04-29 20:51:41+00,baseline,,,,,0.004233,
2026-04-29 20:51:42+00,baseline,,,7,,,
2026-04-29 20:51:43+00,baseline,19,,,,,
2026-04-29 20:51:44+00,baseline,,,,,,
2026-04-29 20:51:45+00,baseline,,0.75067,,0,,0.0226915
2026-04-29 20:51:46+00,baseline,,,,,,
2026-04-29 20:51:47+00,baseline,,,6,,,
2026-04-29 20:51:48+00,baseline,17,,,,,
2026-04-29 20:51:49+00,baseline,,,,,,
2026-04-29 20:51:50+00,baseline,,,,0,,
2026-04-29 20:51:51+00,baseline,,,,,0.014493,
2026-04-29 20:51:52+00,baseline,,,7,,,
2026-04-29 20:51:53+00,baseline,24,,,,,
2026-04-29 20:51:54+00,baseline,,,,,,
2026-04-29 20:51:55+00,baseline,,0.750536,,0,,0.028243499999999998
2026-04-29 20:51:56+00,baseline,,,,,,
2026-04-29 20:51:57+00,baseline,,,6,,,
2026-04-29 20:51:58+00,baseline,22,,,,,
2026-04-29 20:51:59+00,baseline,,,,,,
2026-04-29 20:52:00+00,baseline,,,,0,,
2026-04-29 20:52:01+00,baseline,,,,,0.01403,
2026-04-29 20:52:02+00,baseline,,,7,,,
2026-04-29 20:52:03+00,baseline,17,,,,,
2026-04-29 20:52:04+00,baseline,,,,,,
2026-04-29 20:52:05+00,baseline,,0.752149,,0,,0.0232509
2026-04-29 20:52:06+00,baseline,,,,,,
2026-04-29 20:52:07+00,baseline,,,6,,,
2026-04-29 20:52:08+00,baseline,14,,,,,
2026-04-29 20:52:09+00,baseline,,,,,,
2026-04-29 20:52:10+00,baseline,,,,0,,
2026-04-29 20:52:11+00,baseline,,,,,0.004387,
2026-04-29 20:52:12+00,baseline,,,7,,,
2026-04-29 20:52:13+00,baseline,15,,,,,
2026-04-29 20:52:14+00,baseline,,,,,,
2026-04-29 20:52:15+00,baseline,,0.734504,,0,,0.019922299999999997
2026-04-29 20:52:16+00,baseline,,,,,,
2026-04-29 20:52:17+00,baseline,,,6,,,
2026-04-29 20:52:18+00,baseline,14,,,,,
2026-04-29 20:52:19+00,baseline,,,,,,
2026-04-29 20:52:20+00,baseline,,,,0,,
2026-04-29 20:52:21+00,baseline,,,,,0.006357,
2026-04-29 20:52:22+00,baseline,,,7,,,
2026-04-29 20:52:23+00,baseline,17,,,,,
2026-04-29 20:52:24+00,baseline,,,,,,
2026-04-29 20:52:25+00,baseline,,0.770609,,0,,0.0217163
2026-04-29 20:52:26+00,baseline,,,,,,
2026-04-29 20:52:27+00,baseline,,,6,,,
2026-04-29 20:52:28+00,baseline,19,,,,,
2026-04-29 20:52:29+00,baseline,,,,,,
2026-04-29 20:52:30+00,baseline,,,,0,,
2026-04-29 20:52:31+00,baseline,,,,,0.006112,
2026-04-29 20:52:32+00,baseline,,,7,,,
2026-04-29 20:52:33+00,baseline,18,,,,,
2026-04-29 20:52:34+00,baseline,,,,,,
2026-04-29 20:52:35+00,baseline,,0.770471,,0,,0.0223673
2026-04-29 20:52:36+00,baseline,,,,,,
2026-04-29 20:52:37+00,baseline,,,6,,,
2026-04-29 20:52:38+00,baseline,16,,,,,
2026-04-29 20:52:39+00,baseline,,,,,,
2026-04-29 20:52:40+00,baseline,,,,0,,
2026-04-29 20:52:41+00,baseline,,,,,0.010426,
2026-04-29 20:52:42+00,baseline,,,7,,,
2026-04-29 20:52:43+00,baseline,19,,,,,
2026-04-29 20:52:44+00,baseline,,,,,,
2026-04-29 20:52:45+00,baseline,,0.769231,,0,,0.0183637
2026-04-29 20:52:46+00,baseline,,,,,,
2026-04-29 20:52:47+00,baseline,,,6,,,
2026-04-29 20:52:48+00,baseline,17,,,,,
2026-04-29 20:52:49+00,baseline,,,,,,
2026-04-29 20:52:50+00,baseline,,,,0,,
2026-04-29 20:52:51+00,baseline,,,,,0.005251,
2026-04-29 20:52:52+00,baseline,,,7,,,
2026-04-29 20:52:53+00,baseline,19,,,,,
2026-04-29 20:52:54+00,baseline,,,,,,
2026-04-29 20:52:55+00,baseline,,0.768681,,0,,0.017328700000000002
2026-04-29 20:52:56+00,baseline,,,,,,
2026-04-29 20:52:57+00,baseline,,,6,,,
2026-04-29 20:52:58+00,baseline,22,,,,,
2026-04-29 20:52:59+00,baseline,,,,,,
2026-04-29 20:53:00+00,baseline,,,,0,,
2026-04-29 20:53:01+00,baseline,,,,,0.007734,
2026-04-29 20:53:02+00,baseline,,,7,,,
2026-04-29 20:53:03+00,baseline,19,,,,,
2026-04-29 20:53:04+00,baseline,,,,,,
2026-04-29 20:53:05+00,baseline,,0.750402,,0,,0.017825300000000002
2026-04-29 20:53:06+00,baseline,,,,,,
2026-04-29 20:53:07+00,baseline,,,6,,,
2026-04-29 20:53:08+00,baseline,14,,,,,
2026-04-29 20:53:09+00,baseline,,,,,,
2026-04-29 20:53:10+00,baseline,,,,0,,
2026-04-29 20:53:11+00,baseline,,,,,0.013815,
2026-04-29 20:53:12+00,baseline,,,7,,,
2026-04-29 20:53:13+00,baseline,15,,,,,
2026-04-29 20:53:14+00,baseline,,,,,,
2026-04-29 20:53:15+00,baseline,,0.749331,,0,,0.0162415
2026-04-29 20:53:16+00,baseline,,,,,,
2026-04-29 20:53:17+00,baseline,,,6,,,
2026-04-29 20:53:18+00,baseline,16,,,,,
2026-04-29 20:53:19+00,baseline,,,,,,
2026-04-29 20:53:20+00,baseline,,,,0,,
2026-04-29 20:53:21+00,baseline,,,,,0.012488,
2026-04-29 20:53:22+00,baseline,,,7,,,
2026-04-29 20:53:23+00,baseline,16,,,,,
2026-04-29 20:53:24+00,baseline,,,,,,
2026-04-29 20:53:25+00,baseline,,0.748263,,0,,0.0166761
2026-04-29 20:53:26+00,baseline,,,,,,
2026-04-29 20:53:27+00,baseline,,,6,,,
2026-04-29 20:53:28+00,baseline,19,,,,,
2026-04-29 20:53:29+00,baseline,,,,,,
2026-04-29 20:53:30+00,baseline,,,,0,,
2026-04-29 20:53:31+00,baseline,,,,,0.00537,
2026-04-29 20:53:32+00,baseline,,,7,,,
2026-04-29 20:53:33+00,baseline,19,,,,,
2026-04-29 20:53:34+00,baseline,,,,,,
2026-04-29 20:53:35+00,baseline,,0.729797,,0,,0.0173525
2026-04-29 20:53:36+00,baseline,,,,,,
2026-04-29 20:53:37+00,baseline,,,6,,,
2026-04-29 20:53:38+00,baseline,16,,,,,
2026-04-29 20:53:39+00,baseline,,,,,,
2026-04-29 20:53:40+00,baseline,,,,0,,
2026-04-29 20:53:41+00,baseline,,,,,0.008213,
2026-04-29 20:53:42+00,baseline,,,7,,,
2026-04-29 20:53:43+00,baseline,18,,,,,
2026-04-29 20:53:44+00,baseline,,,,,,
2026-04-29 20:53:45+00,baseline,,0.74893,,0,,0.0151215
2026-04-29 20:53:46+00,baseline,,,,,,
2026-04-29 20:53:47+00,baseline,,,6,,,
2026-04-29 20:53:48+00,baseline,17,,,,,
2026-04-29 20:53:49+00,baseline,,,,,,
2026-04-29 20:53:50+00,baseline,,,,0,,
2026-04-29 20:53:51+00,baseline,,,,,0.005431,
2026-04-29 20:53:52+00,baseline,,,7,,,
2026-04-29 20:53:53+00,baseline,20,,,,,
2026-04-29 20:53:54+00,baseline,,,,,,
2026-04-29 20:53:55+00,baseline,,0.784454,,0,,0.0159651
2026-04-29 20:53:56+00,baseline,,,,,,
2026-04-29 20:53:57+00,baseline,,,6,,,
2026-04-29 20:53:58+00,baseline,20,,,,,
2026-04-29 20:53:59+00,baseline,,,,,,
2026-04-29 20:54:00+00,baseline,,,,0,,
2026-04-29 20:54:01+00,baseline,,,,,0.024137,
2026-04-29 20:54:02+00,baseline,,,7,,,
2026-04-29 20:54:03+00,baseline,17,,,,,
2026-04-29 20:54:04+00,baseline,,,,,,
2026-04-29 20:54:05+00,baseline,,0.783336,,0,,0.017606300000000002
2026-04-29 20:54:06+00,baseline,,,,,,
2026-04-29 20:54:07+00,baseline,,,6,,,
2026-04-29 20:54:08+00,baseline,12,,,,,
2026-04-29 20:54:09+00,baseline,,,,,,
2026-04-29 20:54:10+00,baseline,,,,0,,
2026-04-29 20:54:11+00,baseline,,,,,0.007008,
2026-04-29 20:54:12+00,baseline,,,7,,,
2026-04-29 20:54:13+00,baseline,15,,,,,
2026-04-29 20:54:14+00,baseline,,,,,,
2026-04-29 20:54:15+00,baseline,,0.819964,,0,,0.0127805
2026-04-29 20:54:16+00,baseline,,,,,,
2026-04-29 20:54:17+00,baseline,,,6,,,
2026-04-29 20:54:18+00,baseline,16,,,,,
2026-04-29 20:54:19+00,baseline,,,,,,
2026-04-29 20:54:20+00,baseline,,,,0,,
2026-04-29 20:54:21+00,baseline,,,,,,
2026-04-29 20:54:22+00,baseline,,,7,,0.004556,
2026-04-29 20:54:23+00,baseline,17,,,,,
2026-04-29 20:54:24+00,baseline,,,,,,
2026-04-29 20:54:25+00,baseline,,0.801282,,0,,0.0136901
2026-04-29 20:54:26+00,baseline,,,,,,
2026-04-29 20:54:27+00,baseline,,,6,,,
2026-04-29 20:54:28+00,baseline,18,,,,,
2026-04-29 20:54:29+00,baseline,,,,,,
2026-04-29 20:54:30+00,baseline,,,,0,,
2026-04-29 21:01:01+00,attack,,,,,,
2026-04-29 21:01:11+00,attack,,,,,,
2026-04-29 21:01:21+00,attack,,,,,,
2026-04-29 21:01:31+00,attack,,,,,,
2026-04-29 21:01:41+00,attack,,,,,,
2026-04-29 21:01:51+00,attack,,,,,,
2026-04-29 21:02:01+00,attack,,,,,,
2026-04-29 21:02:11+00,attack,,,,,,
2026-04-29 21:02:21+00,attack,,,,,,
2026-04-29 21:02:31+00,attack,,,,,,
2026-04-29 21:02:41+00,attack,,,,,,
2026-04-29 21:02:51+00,attack,,,,,,
2026-04-29 21:03:01+00,attack,,,,,,
2026-04-29 21:03:02+00,attack,,,,,,
2026-04-29 21:03:11+00,attack,,,,,,
2026-04-29 21:03:21+00,attack,,,,,,
2026-04-29 21:03:34+00,attack,,,,,,
2026-04-29 21:03:41+00,attack,,,,,,
2026-04-29 21:03:51+00,attack,,,,,,
2026-04-29 21:04:01+00,attack,,,,,,
2026-04-29 21:04:11+00,attack,,,,,,
2026-04-29 21:04:21+00,attack,,,,,,
2026-04-29 21:04:31+00,attack,,,,,,
2026-04-29 21:04:42+00,attack,,,,,,
2026-04-29 21:04:51+00,attack,,,,,,
2026-04-29 21:05:01+00,attack,,,,,,
2026-04-29 21:05:11+00,attack,,,,,,
2026-04-29 21:05:31+00,attack,,,,,0.009211,
2026-04-29 21:05:41+00,attack,,,,,0.006744,
2026-04-29 21:05:45+00,attack,,,,,,0.0148277
2026-04-29 21:05:46+00,attack,,,,,,
2026-04-29 21:05:47+00,attack,,,,,,
2026-04-29 21:05:48+00,attack,,,,,,
2026-04-29 21:05:49+00,attack,,0.498575,1,0,,
2026-04-29 21:05:50+00,attack,,,,0,,
2026-04-29 21:05:51+00,attack,,,,,0.007211,
2026-04-29 21:05:52+00,attack,,,2,,,
2026-04-29 21:05:53+00,attack,31,,,,,
2026-04-29 21:05:54+00,attack,,,,,,
2026-04-29 21:05:55+00,attack,,0.623997,,0,,0.0287574
2026-04-29 21:05:56+00,attack,,,,,,
2026-04-29 21:05:57+00,attack,,,2,,,
2026-04-29 21:05:58+00,attack,21,,,,,
2026-04-29 21:05:59+00,attack,,,,,,
2026-04-29 21:06:00+00,attack,,,,0,,
2026-04-29 21:06:01+00,attack,,,,,0.006212,
2026-04-29 21:06:02+00,attack,,,3,,,
2026-04-29 21:06:03+00,attack,17,,,,,
2026-04-29 21:06:04+00,attack,,,,,,
2026-04-29 21:06:05+00,attack,,0.677362,,0,,0.018757600000000003
2026-04-29 21:06:06+00,attack,,,,,,
2026-04-29 21:06:07+00,attack,,,3,,,
2026-04-29 21:06:08+00,attack,14,,,,,
2026-04-29 21:06:09+00,attack,,,,,,
2026-04-29 21:06:10+00,attack,,,,0,,
2026-04-29 21:06:11+00,attack,,,,,,
2026-04-29 21:06:12+00,attack,,,4,,0.004553,
2026-04-29 21:06:13+00,attack,14,,,,,
2026-04-29 21:06:14+00,attack,,,,,,
2026-04-29 21:06:15+00,attack,,0.695683,,0,,0.0163258
2026-04-29 21:06:16+00,attack,,,,,,
2026-04-29 21:06:17+00,attack,,,4,,,
2026-04-29 21:06:18+00,attack,15,,,,,
2026-04-29 21:06:19+00,attack,,,,,,
2026-04-29 21:06:20+00,attack,,,,0,,
2026-04-29 21:06:21+00,attack,,,,,0.02108,
2026-04-29 21:06:22+00,attack,,,5,,,
2026-04-29 21:06:23+00,attack,16,,,,,
2026-04-29 21:06:24+00,attack,,,,,,
2026-04-29 21:06:25+00,attack,,0.749064,,0,,0.021031200000000003
2026-04-29 21:06:26+00,attack,,,,,,
2026-04-29 21:06:27+00,attack,,,5,,,
2026-04-29 21:06:28+00,attack,19,,,,,
2026-04-29 21:06:29+00,attack,,,,,,
2026-04-29 21:06:30+00,attack,,,,0,,
2026-04-29 21:06:31+00,attack,,,,,0.004223,
2026-04-29 21:06:32+00,attack,,,6,,,
2026-04-29 21:06:33+00,attack,19,,,,,
2026-04-29 21:06:34+00,attack,,,,,,
2026-04-29 21:06:35+00,attack,,0.762141,,0,,0.0197598
2026-04-29 21:06:36+00,attack,,,,,,
2026-04-29 21:06:37+00,attack,,,6,,,
2026-04-29 21:06:38+00,attack,16,,,,,
2026-04-29 21:06:39+00,attack,,,,,,
2026-04-29 21:06:40+00,attack,,,,0,,
2026-04-29 21:06:41+00,attack,,,,,0.005655,
2026-04-29 21:06:42+00,attack,,,7,,,
2026-04-29 21:06:43+00,attack,19,,,,,
2026-04-29 21:06:44+00,attack,,,,,,
2026-04-29 21:06:45+00,attack,,0.815747,,0,,0.0239037
2026-04-29 21:06:46+00,attack,,,,,,
2026-04-29 21:06:47+00,attack,,,7,,,
2026-04-29 21:06:48+00,attack,18,,,,,
2026-04-29 21:06:49+00,attack,,,,,,
2026-04-29 21:06:50+00,attack,,,,0,,
2026-04-29 21:06:51+00,attack,,,,,0.022442,
2026-04-29 21:06:52+00,attack,,,8,,,
2026-04-29 21:06:53+00,attack,23,,,,,
2026-04-29 21:06:54+00,attack,,,,,,
2026-04-29 21:06:55+00,attack,,0.761736,,0,,0.0300611
2026-04-29 21:06:56+00,attack,,,,,,
2026-04-29 21:06:57+00,attack,,,6,,,
2026-04-29 21:06:58+00,attack,24,,,,,
2026-04-29 21:06:59+00,attack,,,,,,
2026-04-29 21:07:00+00,attack,,,,0,,
2026-04-29 21:07:01+00,attack,,,,,0.02337,
2026-04-29 21:07:02+00,attack,,,7,,,
2026-04-29 21:07:03+00,attack,17,,,,,
2026-04-29 21:07:04+00,attack,,,,,,
2026-04-29 21:07:05+00,attack,,0.763494,,0,,0.026046700000000002
2026-04-29 21:07:06+00,attack,,,,,,
2026-04-29 21:07:07+00,attack,,,6,,,
2026-04-29 21:07:08+00,attack,13,,,,,
2026-04-29 21:07:09+00,attack,,,,,,
2026-04-29 21:07:10+00,attack,,,,0,,
2026-04-29 21:07:11+00,attack,,,,,0.008814,
2026-04-29 21:07:12+00,attack,,,7,,,
2026-04-29 21:07:13+00,attack,16,,,,,
2026-04-29 21:07:14+00,attack,,,,,,
2026-04-29 21:07:15+00,attack,,0.781111,,0,,0.022435500000000004
2026-04-29 21:07:16+00,attack,,,,,,
2026-04-29 21:07:17+00,attack,,,6,,,
2026-04-29 21:07:18+00,attack,16,,,,,
2026-04-29 21:07:19+00,attack,,,,,,
2026-04-29 21:07:20+00,attack,,,,0,,
2026-04-29 21:07:21+00,attack,,,,,0.048213,
2026-04-29 21:07:22+00,attack,,,7,,,
2026-04-29 21:07:23+00,attack,16,,,,,
2026-04-29 21:07:24+00,attack,,,,,,
2026-04-29 21:07:25+00,attack,,0.782083,,0,,0.030315300000000003
2026-04-29 21:07:26+00,attack,,,,,,
2026-04-29 21:07:27+00,attack,,,6,,,
2026-04-29 21:07:28+00,attack,18,,,,,
2026-04-29 21:07:29+00,attack,,,,,,
2026-04-29 21:07:30+00,attack,,,,0,,
2026-04-29 21:07:31+00,attack,,,,,,
2026-04-29 21:07:32+00,attack,,,7,,0.058643,
2026-04-29 21:07:33+00,attack,19,,,,,
2026-04-29 21:07:34+00,attack,,,,,,
2026-04-29 21:07:35+00,attack,,0.818505,,0,,0.0345013
2026-04-29 21:07:36+00,attack,,,,,,
2026-04-29 21:07:37+00,attack,,,6,,,
2026-04-29 21:07:38+00,attack,16,,,,,
2026-04-29 21:07:39+00,attack,,,,,,
2026-04-29 21:07:40+00,attack,,,,0,,
2026-04-29 21:07:41+00,attack,,,,,0.009789,
2026-04-29 21:07:42+00,attack,,,7,,,
2026-04-29 21:07:43+00,attack,17,,,,,
2026-04-29 21:07:44+00,attack,,,,,,
2026-04-29 21:07:45+00,attack,,0.801853,,0,,0.0171293
2026-04-29 21:07:46+00,attack,,,,,,
2026-04-29 21:07:47+00,attack,,,6,,,
2026-04-29 21:07:48+00,attack,17,,,,,
2026-04-29 21:07:49+00,attack,,,,,,
2026-04-29 21:07:50+00,attack,,,,0,,
2026-04-29 21:07:51+00,attack,,,,,0.005131,
2026-04-29 21:07:52+00,attack,,,7,,,
2026-04-29 21:07:53+00,attack,18,,,,,
2026-04-29 21:07:54+00,attack,,,,,,
2026-04-29 21:07:55+00,attack,,0.765806,,0,,0.016897699999999998
2026-04-29 21:07:56+00,attack,,,,,,
2026-04-29 21:07:57+00,attack,,,6,,,
2026-04-29 21:07:58+00,attack,22,,,,,
2026-04-29 21:07:59+00,attack,,,,,,
2026-04-29 21:08:00+00,attack,,,,0,,
2026-04-29 21:08:01+00,attack,,,,,0.021195,
2026-04-29 21:08:02+00,attack,,,7,,,
2026-04-29 21:08:03+00,attack,19,,,,,
